Origin Time (GMT),Latitude,Longitude,Depth (km),Magnitude (ML),Location
2023-04-22 08:38:03,38.2668,24.2464,9,4.5,54.8 km NE of Athens
2022-11-29 20:08:17,38.2585,24.2500,9,4.2,54.6 km NE of Athens
2022-11-29 20:06:39,38.2576,24.2555,9,5.0,54.9 km NE of Athens
2020-09-03 15:07:35,38.1660,23.9873,5,4.3,30.1 km NE of Athens
2018-01-15 20:24:14,38.1298,23.9322,12,4.2,23.8 km NE of Athens
2017-03-24 04:24:30,37.5705,23.8847,165,4.4,47.8 km SSE of Athens
2013-06-04 01:56:53,37.9800,24.0100,24,4.3,24.3 km E of Athens
2009-09-10 06:04:18,38.3000,24.0500,23,4.2,43.3 km ESE of Chalkida
2004-09-26 03:06:01,38.3100,24.1800,20,4.2,53.3 km NE of Athens
1988-04-02 21:57:59,38.1300,24.1300,4,4.0,38.4 km ENE of Athens
