﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2021/04/20 08:21:55,36.53,25.53,10,4.0,14.9 χμ ΒΑ της Θήρας
﻿2018/11/27 23:46:02,36.67,25.71,36,4.0,37.8 χμ ΒΑ της Θήρας
﻿2018/11/27 23:16:10,36.65,25.72,33,4.7,36.8 χμ ΒΑ της Θήρας
﻿2016/09/09 17:24:20,36.88,25.56,179,4.2,29.9 χμ ΝΝΑ της Νάξου
﻿2014/03/15 05:29:34,37.56,25.64,28,4.0,46.5 χμ Δ της Ικαρίας
﻿2009/06/26 22:14:52,36.55,25.42,18,4.6,14.9 χμ Β της Θήρας
﻿2009/06/26 20:37:37,36.53,25.49,28,5.0,13.6 χμ ΒΒΑ της Θήρας
﻿2004/05/13 01:47:21,36.54,25.45,26,4.2,13.8 χμ Β της Θήρας
﻿2003/09/25 13:01:27,36.60,25.50,38,4.1,21.2 χμ ΒΒΑ της Θήρας
﻿2003/06/24 06:48:48,36.53,25.48,25,4.1,13.3 χμ ΒΒΑ της Θήρας
﻿2003/02/26 04:42:39,36.67,25.80,26,4.2,43.2 χμ ΒΑ της Θήρας
﻿2001/06/17 07:20:08,36.68,25.71,33,4.2,38.3 χμ ΒΑ της Θήρας
﻿2000/09/08 15:01:04,36.53,25.49,11,4.2,13.6 χμ ΒΒΑ της Θήρας
﻿2000/06/03 13:32:02,36.68,25.80,5,4.4,43.9 χμ ΒΑ της Θήρας
﻿1999/06/12 17:20:37,36.55,25.50,12,4.4,16.0 χμ ΒΒΑ της Θήρας
﻿1999/05/04 19:27:44,36.52,25.44,10,4.0,11.5 χμ Β της Θήρας
﻿1997/08/09 17:04:00,36.61,25.60,39,4.1,26.2 χμ ΒΑ της Θήρας
﻿1997/01/12 20:20:56,36.62,25.67,5,4.1,31.0 χμ ΒΑ της Θήρας
﻿1996/05/27 14:56:47,36.52,25.48,10,4.2,12.2 χμ ΒΒΑ της Θήρας
﻿1996/05/27 14:25:35,36.52,25.47,8,4.1,11.9 χμ ΒΒΑ της Θήρας
﻿1994/04/10 12:42:38,37.12,25.05,150,4.0,29.0 χμ Δ της Νάξου
﻿1992/08/02 11:34:56,36.53,25.55,30,4.0,16.4 χμ ΒΑ της Θήρας
﻿1990/07/15 21:50:36,36.53,25.46,2,4.3,12.8 χμ Β της Θήρας
﻿1989/05/22 23:13:25,36.62,25.75,24,4.1,36.2 χμ ΒΑ της Θήρας
﻿1989/01/31 15:18:11,36.61,25.76,31,4.0,36.3 χμ ΒΑ της Θήρας
﻿1983/10/23 03:15:33,36.65,25.63,5,4.6,31.3 χμ ΒΑ της Θήρας
﻿1978/03/23 05:56:25,36.40,25.60,100,4.0,15.0 χμ Α της Θήρας
﻿1970/05/24 11:02:58,36.40,25.50,10,4.0,6.2 χμ ΑΝΑ της Θήρας
﻿1968/10/11 03:02:32,36.70,25.80,10,4.5,45.4 χμ ΒΑ της Θήρας
﻿1968/04/08 13:00:42,36.80,25.70,10,4.1,44.5 χμ ΝΑ της Νάξου
