﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2021/12/26 18:59:02,35.20,26.85,6,5.5,58.0 χμ ΝΝΔ της Καρπάθου
﻿2021/10/12 09:32:42,35.59,27.16,19,4.5,8.4 χμ Ν της Καρπάθου
﻿2021/09/11 13:31:02,36.34,27.04,16,4.2,65.0 χμ ΝΝΔ της Κω
﻿2021/09/05 21:27:51,35.99,27.55,13,4.3,51.1 χμ ΒΑ της Καρπάθου
﻿2021/09/02 21:12:53,36.42,27.11,16,4.2,55.0 χμ ΝΝΔ της Κω
﻿2021/08/19 11:26:32,36.43,27.10,16,4.7,53.9 χμ ΝΝΔ της Κω
﻿2021/08/19 11:06:15,36.41,27.04,9,4.0,57.8 χμ ΝΝΔ της Κω
﻿2021/08/07 01:39:44,36.30,27.03,17,4.7,69.6 χμ ΝΝΔ της Κω
﻿2021/08/06 20:41:58,36.30,27.00,12,4.1,70.9 χμ ΝΝΔ της Κω
﻿2021/08/06 19:57:05,36.30,27.02,16,4.1,70.5 χμ ΝΝΔ της Κω
﻿2021/08/06 10:52:39,36.30,27.02,9,4.2,69.9 χμ ΝΝΔ της Κω
﻿2021/08/06 09:16:48,36.33,27.06,17,4.3,65.9 χμ ΝΝΔ της Κω
﻿2021/08/04 06:00:22,36.33,27.05,18,4.1,65.9 χμ ΝΝΔ της Κω
﻿2021/08/03 23:49:26,36.32,27.01,16,4.1,68.1 χμ ΝΝΔ της Κω
﻿2021/08/03 22:50:43,36.32,27.01,14,4.3,68.4 χμ ΝΝΔ της Κω
﻿2021/08/03 19:53:14,36.34,27.05,17,4.6,65.2 χμ ΝΝΔ της Κω
﻿2021/08/03 17:39:59,36.33,27.09,12,4.2,65.5 χμ ΝΝΔ της Κω
﻿2021/08/03 12:38:19,36.35,27.10,12,5.0,62.6 χμ ΝΝΔ της Κω
﻿2021/08/02 23:56:18,36.34,27.11,22,4.0,63.2 χμ ΝΝΔ της Κω
﻿2021/08/02 14:23:28,36.35,27.08,18,4.0,63.0 χμ ΝΝΔ της Κω
﻿2021/08/01 17:44:25,36.42,27.23,18,4.1,52.8 χμ Ν της Κω
﻿2021/08/01 09:14:27,36.33,27.01,6,4.6,67.3 χμ ΝΝΔ της Κω
﻿2021/08/01 08:37:32,36.33,27.04,16,4.4,66.8 χμ ΝΝΔ της Κω
﻿2021/08/01 05:12:34,36.34,27.05,16,4.3,65.4 χμ ΝΝΔ της Κω
﻿2021/08/01 04:31:26,36.38,27.09,16,5.4,59.6 χμ ΝΝΔ της Κω
﻿2021/07/31 23:25:41,36.36,27.04,16,4.1,63.5 χμ ΝΝΔ της Κω
﻿2021/07/31 19:57:54,36.36,27.07,16,4.7,62.5 χμ ΝΝΔ της Κω
﻿2021/07/22 14:16:27,36.38,27.10,10,4.6,59.8 χμ ΝΝΔ της Κω
