﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿1998/07/29 15:15:50,38.32,22.50,21,4.0,25.3 χμ ΝΝΑ της Αμφισσας
﻿1997/12/14 09:26:53,38.33,22.34,5,4.3,21.9 χμ Ν της Αμφισσας
﻿1997/11/05 21:10:28,38.34,22.31,3,4.9,21.3 χμ ΝΝΔ της Αμφισσας
﻿1997/04/30 18:36:05,38.30,22.29,5,4.4,19.0 χμ ΑΒΑ του Αιγίου
﻿1996/07/27 10:10:50,38.32,22.15,1,4.1,9.9 χμ ΒΑ του Αιγίου
﻿1995/06/15 04:51:20,38.26,22.15,19,4.1,6.1 χμ ΑΒΑ του Αιγίου
﻿1995/06/15 00:30:52,38.33,21.93,5,5.2,16.1 χμ ΒΔ του Αιγίου
﻿1995/05/08 05:11:09,38.32,22.14,21,4.0,9.4 χμ ΒΒΑ του Αιγίου
﻿1993/12/22 19:40:14,38.29,21.75,15,4.0,5.2 χμ ΒΒΑ της Πάτρας
﻿1993/03/18 15:47:01,38.26,22.20,51,4.9,10.4 χμ Α του Αιγίου
﻿1992/11/18 21:10:43,38.27,22.33,23,5.2,21.8 χμ Α του Αιγίου
﻿1991/10/25 21:24:40,38.28,22.23,8,4.5,13.4 χμ ΑΒΑ του Αιγίου
﻿1989/05/15 09:22:40,38.28,21.75,1,4.3,4.2 χμ ΒΒΑ της Πάτρας
﻿1989/05/07 10:46:47,38.29,22.68,1,4.1,23.4 χμ ΝΔ της Λειβαδιάς
﻿1988/12/22 09:56:49,38.34,21.75,19,4.5,10.7 χμ Β της Πάτρας
﻿1986/04/09 02:45:33,38.36,21.79,15,4.0,13.7 χμ ΒΒΑ της Πάτρας
﻿1984/02/25 05:44:22,38.27,21.66,22,4.2,7.1 χμ ΔΒΔ της Πάτρας
﻿1984/02/11 08:02:51,38.32,21.93,24,5.1,15.5 χμ ΔΒΔ του Αιγίου
﻿1982/02/07 19:54:28,38.30,21.70,10,4.0,6.9 χμ ΒΒΔ της Πάτρας
﻿1981/12/26 03:42:26,38.30,22.30,10,4.3,19.9 χμ ΑΒΑ του Αιγίου
﻿1980/07/02 02:37:58,38.30,22.00,10,4.0,9.2 χμ ΒΔ του Αιγίου
﻿1978/05/18 00:18:48,38.30,21.70,50,4.0,6.9 χμ ΒΒΔ της Πάτρας
﻿1975/05/19 03:26:21,38.30,22.40,10,4.7,25.1 χμ Ν της Αμφισσας
﻿1974/01/29 15:12:43,38.30,22.00,10,4.0,9.2 χμ ΒΔ του Αιγίου
﻿1970/04/20 15:39:29,38.30,22.60,10,4.8,28.2 χμ ΔΝΔ της Λειβαδιάς
﻿1970/04/08 13:50:28,38.30,22.60,10,5.4,28.2 χμ ΔΝΔ της Λειβαδιάς
