﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2020/10/18 08:07:16,39.13,23.48,14,4.3,4.3 χμ Ν της Σκιάθου
﻿2017/10/11 22:49:44,39.11,24.23,12,5.0,37.2 χμ ΒΔ της Σκύρου
﻿2017/06/25 13:54:41,38.37,23.34,10,4.0,24.6 χμ ΔΝΔ της Χαλκίδας
﻿2016/09/16 06:55:13,38.89,23.33,25,4.0,33.5 χμ ΝΝΔ της Σκιάθου
﻿2015/10/27 01:25:51,38.92,24.33,25,4.4,20.2 χμ Δ της Σκύρου
﻿2015/06/09 01:09:03,38.62,23.39,13,5.3,25.2 χμ ΒΔ της Χαλκίδας
﻿2014/11/17 23:09:03,38.64,23.41,23,5.2,25.6 χμ ΒΔ της Χαλκίδας
﻿2014/11/17 23:05:55,38.64,23.40,24,5.2,26.2 χμ ΒΔ της Χαλκίδας
﻿2014/07/11 09:46:04,38.45,23.71,26,4.4,9.7 χμ Α της Χαλκίδας
﻿2013/11/12 18:09:28,38.92,23.10,17,4.8,31.2 χμ ΒΒΑ της Αταλάντης
﻿2013/01/30 04:27:25,38.78,23.37,22,4.0,35.2 χμ ΑΒΑ της Αταλάντης
﻿2012/06/28 13:11:29,39.01,23.17,25,4.3,32.2 χμ ΔΝΔ της Σκιάθου
﻿2010/08/29 00:51:57,38.66,23.38,22,4.3,29.0 χμ ΒΔ της Χαλκίδας
﻿2010/05/11 07:03:36,38.62,23.77,24,4.2,22.9 χμ ΒΑ της Χαλκίδας
﻿2010/03/09 02:55:00,38.87,23.65,22,5.1,36.0 χμ ΝΝΑ της Σκιάθου
﻿2010/03/09 02:01:00,38.87,23.64,25,4.4,35.7 χμ ΝΝΑ της Σκιάθου
﻿2010/02/07 10:18:17,38.57,23.68,23,4.3,13.8 χμ ΒΒΑ της Χαλκίδας
﻿2009/11/12 07:26:47,38.61,23.53,22,4.3,17.4 χμ ΒΒΔ της Χαλκίδας
﻿2009/06/17 21:48:05,38.68,23.00,25,4.0,3.2 χμ Β της Αταλάντης
﻿2009/05/29 17:47:31,38.58,23.49,16,4.1,16.1 χμ ΒΔ της Χαλκίδας
﻿2009/03/31 02:20:01,38.86,23.61,24,4.4,35.8 χμ ΝΝΑ της Σκιάθου
﻿2009/01/16 01:21:56,38.88,23.64,23,4.1,34.6 χμ ΝΝΑ της Σκιάθου
﻿2009/01/04 14:43:04,38.78,23.47,24,4.2,36.9 χμ ΒΒΔ της Χαλκίδας
﻿2009/01/02 14:42:53,38.78,23.49,23,4.6,36.4 χμ ΒΒΔ της Χαλκίδας
﻿2008/12/31 15:15:45,38.78,23.48,27,4.0,36.7 χμ ΒΒΔ της Χαλκίδας
﻿2008/12/31 14:39:34,38.78,23.48,25,4.0,36.7 χμ ΒΒΔ της Χαλκίδας
﻿2008/11/29 06:43:17,38.86,23.60,22,4.2,35.6 χμ ΝΝΑ της Σκιάθου
﻿2008/11/24 22:52:06,38.99,23.37,23,4.0,21.9 χμ ΝΝΔ της Σκιάθου
﻿2008/10/27 13:42:12,38.40,23.65,22,4.0,8.3 χμ ΝΝΑ της Χαλκίδας
﻿2008/10/27 10:41:37,38.85,23.60,24,4.2,36.6 χμ ΝΝΑ της Σκιάθου
﻿2008/10/26 17:20:30,38.42,23.68,22,4.4,8.5 χμ ΝΑ της Χαλκίδας
﻿2008/10/15 19:29:24,38.86,23.60,23,4.6,35.6 χμ ΝΝΑ της Σκιάθου
﻿2008/10/14 04:39:40,38.85,23.60,24,4.0,36.6 χμ ΝΝΑ της Σκιάθου
﻿2008/10/14 02:35:46,38.84,23.58,24,4.2,37.3 χμ ΝΝΑ της Σκιάθου
﻿2008/10/14 02:16:57,38.87,23.61,21,5.1,34.8 χμ ΝΝΑ της Σκιάθου
﻿2008/10/14 02:16:18,38.79,23.52,22,4.3,36.9 χμ Β της Χαλκίδας
﻿2008/10/14 02:09:45,38.78,23.50,21,4.7,36.2 χμ ΒΒΔ της Χαλκίδας
﻿2008/10/14 02:06:34,38.85,23.62,24,5.6,37.1 χμ ΝΝΑ της Σκιάθου
﻿2008/03/19 23:01:52,38.92,24.17,35,5.0,34.1 χμ Δ της Σκύρου
﻿2007/03/20 18:59:19,38.93,24.18,28,4.0,33.3 χμ Δ της Σκύρου
﻿2007/01/10 01:54:53,38.61,23.78,21,4.1,22.6 χμ ΒΑ της Χαλκίδας
﻿2006/12/12 05:50:43,38.62,23.31,20,4.1,27.2 χμ Α της Αταλάντης
﻿2006/08/16 18:56:38,38.46,23.95,26,4.1,30.5 χμ Α της Χαλκίδας
﻿2006/07/01 14:36:48,38.73,23.53,30,4.0,30.2 χμ ΒΒΔ της Χαλκίδας
﻿2006/06/08 14:38:35,38.63,23.79,18,4.1,24.8 χμ ΒΑ της Χαλκίδας
﻿2006/05/06 20:26:03,38.75,23.25,20,4.0,24.4 χμ ΑΒΑ της Αταλάντης
﻿2006/04/13 09:52:39,39.00,23.44,20,4.2,18.9 χμ ΝΝΔ της Σκιάθου
﻿2006/02/21 07:30:34,39.11,24.25,29,4.5,35.4 χμ ΒΔ της Σκύρου
﻿2005/12/24 00:14:23,39.01,23.33,23,4.3,21.9 χμ ΝΔ της Σκιάθου
﻿2005/08/04 05:47:39,38.99,23.33,23,4.6,23.7 χμ ΝΔ της Σκιάθου
﻿2005/04/22 07:48:16,38.69,23.92,20,4.0,37.6 χμ ΒΑ της Χαλκίδας
﻿2004/08/24 12:38:50,38.58,23.59,22,4.4,13.0 χμ Β της Χαλκίδας
﻿2003/07/01 06:22:50,38.62,23.56,23,4.0,17.7 χμ Β της Χαλκίδας
﻿2003/06/26 13:45:57,38.61,23.65,19,4.1,16.9 χμ ΒΒΑ της Χαλκίδας
﻿2003/06/19 03:38:21,38.59,23.65,20,4.0,14.7 χμ ΒΒΑ της Χαλκίδας
﻿2003/06/19 01:03:56,38.62,23.64,25,4.0,17.7 χμ ΒΒΑ της Χαλκίδας
﻿2003/06/19 01:00:03,38.60,23.64,20,4.1,15.6 χμ ΒΒΑ της Χαλκίδας
﻿2003/06/18 05:25:01,38.62,23.68,21,4.4,18.7 χμ ΒΒΑ της Χαλκίδας
﻿2003/06/13 16:30:29,38.58,23.66,25,4.0,14.0 χμ ΒΒΑ της Χαλκίδας
﻿2003/06/13 16:06:34,38.60,23.67,25,4.1,16.4 χμ ΒΒΑ της Χαλκίδας
﻿2003/02/21 00:30:44,39.12,24.28,34,4.1,34.3 χμ ΒΔ της Σκύρου
﻿2002/07/22 04:51:20,39.06,24.23,39,4.0,33.6 χμ ΔΒΔ της Σκύρου
﻿2001/12/11 16:34:05,38.99,24.36,37,4.4,20.0 χμ ΔΒΔ της Σκύρου
﻿2001/12/11 01:02:17,39.16,24.26,19,4.0,38.7 χμ ΒΔ της Σκύρου
﻿2001/12/10 19:19:27,39.15,24.23,29,4.4,39.7 χμ ΒΔ της Σκύρου
﻿2001/11/22 18:41:05,38.99,24.37,16,4.0,19.2 χμ ΔΒΔ της Σκύρου
﻿2001/10/29 20:21:48,38.89,24.38,26,4.8,15.9 χμ Δ της Σκύρου
﻿2001/09/07 17:57:22,38.97,24.18,15,4.0,33.9 χμ ΔΒΔ της Σκύρου
﻿2001/08/27 21:43:43,39.15,24.24,17,4.3,39.1 χμ ΒΔ της Σκύρου
﻿2001/08/10 07:47:09,39.00,24.28,9,4.1,26.7 χμ ΔΒΔ της Σκύρου
﻿2001/07/31 03:21:51,38.95,24.16,20,4.0,35.2 χμ Δ της Σκύρου
﻿2001/07/30 17:05:11,39.13,24.28,20,4.2,35.1 χμ ΒΔ της Σκύρου
﻿2001/07/30 16:38:24,39.09,24.33,16,4.3,28.9 χμ ΒΔ της Σκύρου
﻿2001/07/30 15:24:58,39.13,24.19,20,4.9,40.9 χμ ΒΔ της Σκύρου
﻿2001/07/30 14:59:43,39.14,24.22,25,4.1,39.6 χμ ΒΔ της Σκύρου
﻿2001/07/26 15:24:30,39.03,24.35,5,4.0,23.1 χμ ΒΔ της Σκύρου
﻿2001/07/26 14:24:34,39.11,24.27,5,4.6,34.1 χμ ΒΔ της Σκύρου
﻿2001/07/26 10:30:10,39.10,24.32,8,4.0,30.3 χμ ΒΔ της Σκύρου
﻿2001/07/26 09:29:43,39.00,24.35,37,4.0,21.3 χμ ΔΒΔ της Σκύρου
﻿2001/07/26 07:44:34,38.95,24.32,35,4.4,21.6 χμ ΔΒΔ της Σκύρου
﻿2001/07/26 04:53:36,39.06,24.38,22,4.6,23.5 χμ ΒΔ της Σκύρου
﻿2001/07/26 04:49:47,38.96,24.37,22,4.1,17.8 χμ ΔΒΔ της Σκύρου
﻿2001/07/26 04:31:37,38.95,24.42,22,4.3,13.4 χμ ΔΒΔ της Σκύρου
﻿2001/07/26 02:16:31,39.04,24.41,19,4.2,20.1 χμ ΒΔ της Σκύρου
﻿2001/07/26 02:01:53,39.10,24.31,21,4.5,30.9 χμ ΒΔ της Σκύρου
﻿2001/07/26 01:58:55,39.10,24.31,18,4.4,30.9 χμ ΒΔ της Σκύρου
﻿2001/07/26 01:52:30,39.00,24.42,15,4.0,16.3 χμ ΒΔ της Σκύρου
﻿2001/07/26 01:48:40,38.96,24.39,22,4.4,16.2 χμ ΔΒΔ της Σκύρου
﻿2001/07/26 01:11:32,38.95,24.34,23,4.0,20.0 χμ ΔΒΔ της Σκύρου
﻿2001/07/26 00:59:04,39.11,24.29,21,4.3,32.9 χμ ΒΔ της Σκύρου
﻿2001/07/26 00:34:59,39.04,24.35,18,4.8,23.8 χμ ΒΔ της Σκύρου
﻿2001/07/26 00:31:55,39.03,24.35,21,4.1,23.1 χμ ΒΔ της Σκύρου
﻿2001/07/26 00:21:39,39.05,24.35,19,5.3,24.5 χμ ΒΔ της Σκύρου
﻿2001/07/25 15:43:13,39.06,24.32,19,4.2,27.2 χμ ΒΔ της Σκύρου
﻿2001/07/21 12:47:38,39.06,24.35,18,4.6,25.3 χμ ΒΔ της Σκύρου
﻿2001/07/21 12:45:59,39.10,24.35,21,4.1,28.5 χμ ΒΔ της Σκύρου
﻿2000/01/11 07:44:58,38.98,23.47,29,4.1,20.8 χμ Ν της Σκιάθου
﻿1999/09/03 05:29:34,38.49,23.35,33,4.1,21.9 χμ Δ της Χαλκίδας
﻿1999/04/20 07:13:32,39.06,23.14,5,4.0,31.9 χμ ΔΝΔ της Σκιάθου
﻿1999/04/19 05:37:54,39.06,23.21,26,4.2,26.4 χμ ΔΝΔ της Σκιάθου
﻿1999/02/07 22:28:37,39.01,23.17,19,4.7,32.2 χμ ΔΝΔ της Σκιάθου
﻿1998/08/20 10:43:29,38.70,22.99,4,4.2,5.5 χμ Β της Αταλάντης
﻿1997/02/04 02:41:11,38.65,24.16,7,4.2,44.9 χμ ΝΔ της Σκύρου
﻿1997/01/05 13:08:19,38.97,23.54,29,4.0,22.4 χμ ΝΝΑ της Σκιάθου
