﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2020/05/03 02:08:56,35.81,25.63,70,4.3,70.0 χμ ΒΑ του Ηρακλείου
﻿2020/04/24 14:21:52,36.26,25.66,8,4.1,26.9 χμ ΝΑ της Θήρας
﻿2019/10/29 13:01:54,35.67,25.17,60,4.1,38.1 χμ Β του Ηρακλείου
﻿2019/08/12 07:57:08,35.81,25.66,56,4.7,70.8 χμ ΝΝΑ της Θήρας
﻿2018/08/19 05:46:11,36.19,25.82,130,4.1,42.8 χμ ΝΑ της Θήρας
﻿2017/03/08 07:55:02,35.73,24.51,52,4.3,40.7 χμ Β του Ρεθύμνου
﻿2016/04/01 14:30:48,35.97,25.18,84,4.5,54.6 χμ ΝΝΔ της Θήρας
﻿2013/03/25 20:55:17,35.64,24.71,73,4.4,37.5 χμ ΒΑ του Ρεθύμνου
﻿2012/04/30 15:23:23,36.08,25.07,30,4.0,49.6 χμ ΝΔ της Θήρας
﻿2012/01/29 09:55:05,36.06,25.03,32,4.5,53.7 χμ ΝΔ της Θήρας
﻿2012/01/28 10:50:54,36.06,25.02,31,4.9,54.3 χμ ΝΔ της Θήρας
﻿2012/01/27 19:06:32,36.05,25.04,30,4.4,53.9 χμ ΝΔ της Θήρας
﻿2012/01/27 01:33:23,36.06,25.13,31,5.2,48.1 χμ ΝΔ της Θήρας
﻿2012/01/26 06:18:58,36.05,25.06,29,4.1,52.8 χμ ΝΔ της Θήρας
﻿2012/01/26 05:57:57,36.07,25.06,31,4.3,51.1 χμ ΝΔ της Θήρας
﻿2012/01/26 04:29:50,36.07,25.05,31,4.0,51.6 χμ ΝΔ της Θήρας
﻿2012/01/26 04:24:58,36.06,25.07,29,5.3,51.3 χμ ΝΔ της Θήρας
﻿2011/11/06 20:56:49,35.80,25.66,30,4.8,71.3 χμ ΒΑ του Ηρακλείου
﻿2011/09/15 08:42:21,35.80,25.66,31,4.5,71.3 χμ ΒΑ του Ηρακλείου
﻿2010/05/02 12:24:37,35.86,24.75,39,4.2,60.6 χμ ΒΒΑ του Ρεθύμνου
﻿2010/01/05 02:47:16,36.18,25.41,105,4.2,26.4 χμ Ν της Θήρας
﻿2007/06/24 18:37:38,35.72,25.19,36,4.3,44.3 χμ Β του Ηρακλείου
﻿2005/11/24 19:58:09,36.31,25.60,10,4.1,19.1 χμ ΝΑ της Θήρας
﻿2005/06/01 18:53:44,35.85,25.26,21,4.2,59.5 χμ ΒΒΑ του Ηρακλείου
﻿2005/05/02 21:30:49,35.85,25.26,17,4.2,59.5 χμ ΒΒΑ του Ηρακλείου
﻿2003/04/24 10:18:42,35.76,25.63,31,4.1,66.2 χμ ΒΑ του Ηρακλείου
﻿1998/10/07 19:24:40,36.11,25.50,10,4.0,34.6 χμ Ν της Θήρας
﻿1993/10/19 22:50:44,35.68,25.53,5,4.0,53.5 χμ ΒΑ του Ηρακλείου
﻿1989/05/06 11:19:02,35.97,24.79,66,4.1,73.2 χμ ΒΒΑ του Ρεθύμνου
﻿1989/02/26 05:52:00,35.67,25.43,39,4.1,47.0 χμ ΒΑ του Ηρακλείου
﻿1984/02/28 08:48:16,36.13,25.72,133,4.4,40.9 χμ ΝΑ της Θήρας
﻿1982/10/07 17:14:09,36.00,25.80,10,4.4,56.8 χμ ΝΑ της Θήρας
﻿1977/07/22 01:43:17,36.15,24.75,117,4.0,64.4 χμ ΝΝΑ της Μήλου
﻿1964/12/31 16:18:06,35.75,25.25,150,4.9,48.5 χμ ΒΒΑ του Ηρακλείου
