﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2018/10/15 09:02:46,40.53,23.49,8,4.0,17.9 χμ ΒΒΑ του Πολύγυρου
﻿2018/06/25 08:21:55,40.71,23.32,7,4.2,32.7 χμ ΑΒΑ της Θεσσαλονίκης
﻿2016/08/06 05:17:01,40.64,23.35,14,4.0,30.5 χμ ΒΒΔ του Πολύγυρου
﻿2013/10/11 05:15:46,40.69,23.39,19,4.4,35.3 χμ Β του Πολύγυρου
﻿2006/05/10 07:01:42,40.51,23.47,15,4.0,15.3 χμ Β του Πολύγυρου
﻿2005/09/12 19:26:34,40.71,23.38,19,4.0,37.6 χμ ΑΒΑ της Θεσσαλονίκης
﻿2005/09/12 19:08:29,40.72,23.37,24,4.3,37.0 χμ ΑΒΑ της Θεσσαλονίκης
﻿2001/10/08 05:32:17,40.45,23.08,3,4.0,24.1 χμ ΝΝΑ της Θεσσαλονίκης
﻿2001/10/08 05:26:44,40.62,23.18,15,4.2,20.1 χμ Α της Θεσσαλονίκης
﻿2001/10/08 04:50:21,40.64,23.16,11,4.0,18.2 χμ Α της Θεσσαλονίκης
﻿1994/09/23 11:37:30,40.61,23.49,9,4.1,26.6 χμ Β του Πολύγυρου
﻿1993/08/10 05:58:21,40.27,23.08,5,4.6,32.5 χμ ΔΝΔ του Πολύγυρου
﻿1993/07/25 01:00:21,40.58,23.19,6,4.0,21.8 χμ ΑΝΑ της Θεσσαλονίκης
﻿1986/02/18 05:34:41,40.81,23.26,5,4.1,32.6 χμ ΒΑ της Θεσσαλονίκης
﻿1984/11/14 14:53:50,40.74,23.37,5,4.0,37.6 χμ ΑΒΑ της Θεσσαλονίκης
﻿1984/10/05 14:22:47,40.99,23.39,8,4.0,17.1 χμ ΝΔ των Σερρών
﻿1984/02/19 03:47:23,40.54,23.39,16,4.3,18.9 χμ ΒΒΔ του Πολύγυρου
﻿1982/04/12 03:39:21,41.00,23.40,10,4.2,15.8 χμ ΝΔ των Σερρών
﻿1981/03/02 21:37:49,40.40,23.10,10,4.2,28.8 χμ Δ του Πολύγυρου
﻿1980/08/20 04:55:10,40.70,23.20,10,4.0,22.6 χμ ΑΒΑ της Θεσσαλονίκης
﻿1979/08/31 17:24:10,40.60,23.40,10,4.4,25.3 χμ Β του Πολύγυρου
﻿1979/05/11 01:46:27,40.70,23.40,10,4.3,36.3 χμ Β του Πολύγυρου
﻿1978/07/13 17:26:57,40.70,23.20,33,4.0,22.6 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/07/04 22:23:27,40.80,23.20,33,4.6,28.0 χμ ΒΑ της Θεσσαλονίκης
﻿1978/06/23 19:58:27,40.90,23.20,33,4.0,29.5 χμ ΑΝΑ του Κιλκίς
﻿1978/06/23 01:57:01,40.80,23.20,33,4.1,28.0 χμ ΒΑ της Θεσσαλονίκης
﻿1978/06/21 18:52:04,40.70,23.30,33,4.0,30.8 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/21 12:29:44,40.70,23.20,33,4.3,22.6 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/21 06:00:07,40.70,23.40,33,4.1,36.3 χμ Β του Πολύγυρου
﻿1978/06/21 03:20:26,40.70,23.30,33,4.0,30.8 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/20 21:51:04,40.70,23.30,33,4.2,30.8 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/20 20:45:21,40.70,23.30,33,4.1,30.8 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/20 20:37:38,40.70,23.10,33,4.0,14.7 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/20 20:03:21,40.80,23.30,33,6.0,34.9 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/19 10:48:12,40.60,23.30,33,4.2,27.7 χμ ΒΒΔ του Πολύγυρου
﻿1978/06/19 10:31:07,40.60,23.30,33,4.8,27.7 χμ ΒΒΔ του Πολύγυρου
﻿1978/06/19 03:12:42,40.80,23.30,33,4.1,34.9 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/12 23:36:42,40.70,23.30,33,4.8,30.8 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/06/12 17:44:45,40.70,23.20,33,4.1,22.6 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/05/26 05:53:18,40.70,23.40,33,4.0,36.3 χμ Β του Πολύγυρου
﻿1978/05/24 05:57:27,40.70,23.40,33,4.2,36.3 χμ Β του Πολύγυρου
﻿1978/05/24 02:12:28,40.70,23.40,33,4.1,36.3 χμ Β του Πολύγυρου
﻿1978/05/23 23:34:11,40.70,23.30,33,5.4,30.8 χμ ΑΒΑ της Θεσσαλονίκης
﻿1978/05/13 08:35:33,40.80,23.40,33,4.1,34.2 χμ ΝΝΔ των Σερρών
﻿1978/05/10 13:12:48,40.70,23.40,33,4.3,36.3 χμ Β του Πολύγυρου
﻿1978/05/08 14:38:54,40.70,23.40,33,4.2,36.3 χμ Β του Πολύγυρου
﻿1974/09/13 18:24:58,40.40,23.50,10,4.0,5.9 χμ ΑΒΑ του Πολύγυρου
