﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2021/12/04 13:01:09,38.48,25.96,16,4.0,19.6 χμ ΒΔ της Χίου
﻿2021/07/22 01:20:21,38.91,26.10,13,4.0,31.3 χμ ΝΝΔ της Μυτιλήνης
﻿2021/07/10 14:43:22,38.92,26.06,13,4.0,32.2 χμ ΝΝΔ της Μυτιλήνης
﻿2021/02/01 20:46:15,38.93,26.11,18,4.5,28.7 χμ ΝΝΔ της Μυτιλήνης
﻿2021/02/01 13:10:15,38.92,26.08,17,4.5,31.3 χμ ΝΝΔ της Μυτιλήνης
﻿2021/02/01 08:35:17,38.92,26.09,16,4.7,30.9 χμ ΝΝΔ της Μυτιλήνης
﻿2021/02/01 06:00:05,38.94,26.07,16,4.5,29.9 χμ ΝΝΔ της Μυτιλήνης
﻿2021/02/01 05:47:54,38.97,26.05,12,4.8,27.8 χμ ΝΔ της Μυτιλήνης
﻿2021/02/01 05:46:52,38.92,26.09,16,4.9,30.4 χμ ΝΝΔ της Μυτιλήνης
﻿2018/06/27 01:00:49,38.82,26.39,10,4.0,40.6 χμ ΝΝΑ της Μυτιλήνης
﻿2017/06/22 02:48:53,38.81,26.49,14,4.8,44.8 χμ ΝΝΑ της Μυτιλήνης
﻿2017/06/17 19:50:05,38.85,26.43,12,5.2,38.5 χμ ΝΝΑ της Μυτιλήνης
﻿2017/06/17 03:40:37,38.88,26.26,14,4.6,31.6 χμ Ν της Μυτιλήνης
﻿2017/06/16 13:25:52,38.81,26.48,30,4.1,44.1 χμ ΝΝΑ της Μυτιλήνης
﻿2017/06/15 10:37:04,38.90,26.26,14,4.1,30.0 χμ Ν της Μυτιλήνης
﻿2017/06/12 14:19:47,38.87,26.35,12,4.4,34.2 χμ ΝΝΑ της Μυτιλήνης
﻿2017/06/12 12:35:33,38.87,26.36,11,4.1,34.6 χμ ΝΝΑ της Μυτιλήνης
﻿2017/06/12 12:28:38,38.84,26.36,12,6.1,37.7 χμ ΝΝΑ της Μυτιλήνης
﻿2015/09/10 08:12:44,38.87,26.19,46,4.6,33.4 χμ Ν της Μυτιλήνης
﻿2014/12/29 08:06:22,38.87,26.25,30,4.0,33.0 χμ Ν της Μυτιλήνης
﻿2014/12/06 06:20:53,38.85,26.28,29,4.8,35.3 χμ Ν της Μυτιλήνης
﻿2014/12/06 01:45:06,38.87,26.27,27,5.1,33.0 χμ Ν της Μυτιλήνης
﻿2014/12/04 21:16:29,38.58,26.14,32,4.1,23.6 χμ Β της Χίου
﻿2011/12/05 08:17:27,38.83,26.33,27,4.6,38.1 χμ Ν της Μυτιλήνης
﻿2008/07/31 02:54:51,38.86,26.09,27,4.1,36.8 χμ ΝΝΔ της Μυτιλήνης
﻿2008/01/15 07:44:25,38.90,26.20,30,4.0,30.0 χμ Ν της Μυτιλήνης
﻿2008/01/12 15:06:43,38.85,26.03,23,4.7,40.0 χμ ΝΝΔ της Μυτιλήνης
﻿2007/09/09 05:14:56,38.80,26.40,24,4.1,42.8 χμ ΝΝΑ της Μυτιλήνης
﻿2007/06/12 13:13:00,38.90,26.33,19,4.1,30.4 χμ ΝΝΑ της Μυτιλήνης
﻿2003/02/10 00:00:27,39.01,26.36,29,4.1,19.8 χμ ΝΝΑ της Μυτιλήνης
﻿2002/05/23 04:48:02,38.70,26.41,5,4.0,44.0 χμ ΒΒΑ της Χίου
﻿2001/07/18 00:58:22,38.67,26.02,14,4.0,35.1 χμ ΒΒΔ της Χίου
﻿2001/06/26 17:27:55,38.64,26.48,8,4.1,42.6 χμ ΒΑ της Χίου
﻿2001/06/26 17:19:47,38.65,26.44,21,4.3,41.1 χμ ΒΑ της Χίου
﻿2001/06/26 15:30:02,38.66,26.47,20,4.1,43.6 χμ ΒΑ της Χίου
﻿2000/06/29 14:15:27,38.50,26.07,31,4.0,15.8 χμ ΒΒΔ της Χίου
﻿1999/12/30 04:51:09,38.84,25.91,21,4.5,46.7 χμ ΝΔ της Μυτιλήνης
﻿1998/03/27 12:17:56,38.86,26.03,29,4.4,39.0 χμ ΝΝΔ της Μυτιλήνης
﻿1998/01/05 20:48:29,38.80,25.88,19,4.1,51.8 χμ ΝΔ της Μυτιλήνης
﻿1997/12/23 09:05:26,38.84,26.00,29,4.3,42.3 χμ ΝΝΔ της Μυτιλήνης
﻿1997/12/22 17:33:56,38.83,25.92,26,4.0,47.1 χμ ΝΔ της Μυτιλήνης
﻿1997/12/12 17:25:24,38.84,25.89,23,4.2,47.8 χμ ΝΔ της Μυτιλήνης
﻿1997/11/15 22:44:39,38.86,25.87,24,4.5,47.3 χμ ΝΔ της Μυτιλήνης
﻿1997/11/14 21:38:52,38.80,25.87,25,5.4,52.4 χμ ΝΔ της Μυτιλήνης
﻿1997/11/03 08:36:26,38.53,25.87,31,4.0,29.3 χμ ΒΔ της Χίου
﻿1996/11/03 06:04:16,38.90,25.85,39,4.0,45.5 χμ ΝΔ της Μυτιλήνης
﻿1994/08/10 13:37:42,38.68,26.35,5,4.3,39.4 χμ ΒΒΑ της Χίου
﻿1994/08/09 16:59:10,38.69,26.41,5,4.1,43.0 χμ ΒΒΑ της Χίου
﻿1994/05/24 06:05:59,38.95,26.21,10,4.2,24.3 χμ Ν της Μυτιλήνης
﻿1994/05/24 03:35:31,38.84,26.41,5,4.6,38.9 χμ ΝΝΑ της Μυτιλήνης
