﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2021/10/05 07:54:08,36.48,27.16,11,4.2,47.2 χμ ΝΝΔ της Κω
﻿2021/10/04 14:03:23,36.50,27.18,13,4.2,44.2 χμ ΝΝΔ της Κω
﻿2021/09/29 23:27:39,36.52,27.17,16,4.1,43.3 χμ ΝΝΔ της Κω
﻿2021/09/29 22:22:59,36.47,27.15,5,4.2,48.5 χμ ΝΝΔ της Κω
﻿2021/09/29 22:22:17,36.50,27.19,14,4.5,45.1 χμ ΝΝΔ της Κω
﻿2021/09/26 04:40:08,36.49,27.20,12,4.0,45.7 χμ Ν της Κω
﻿2021/09/08 01:40:02,36.51,27.21,14,4.5,43.5 χμ Ν της Κω
﻿2021/09/06 15:04:39,36.44,27.06,16,4.2,54.7 χμ ΝΝΔ της Κω
﻿2021/08/21 13:21:21,36.44,27.08,16,4.3,54.3 χμ ΝΝΔ της Κω
﻿2021/08/01 16:04:41,36.46,27.01,6,4.1,53.7 χμ ΝΝΔ της Κω
﻿2021/06/04 20:23:09,36.44,27.16,17,4.2,52.3 χμ ΝΝΔ της Κω
﻿2021/04/26 19:58:35,36.45,27.16,18,4.1,50.6 χμ ΝΝΔ της Κω
﻿2021/04/22 00:06:14,36.45,27.19,16,4.1,49.6 χμ Ν της Κω
﻿2021/04/20 05:09:52,36.44,27.18,16,4.4,51.2 χμ Ν της Κω
﻿2021/04/18 16:26:25,36.46,27.17,16,4.5,49.6 χμ ΝΝΔ της Κω
﻿2021/04/17 20:57:12,36.48,27.09,15,4.2,49.6 χμ ΝΝΔ της Κω
﻿2021/04/17 19:08:25,36.49,27.13,16,4.0,47.6 χμ ΝΝΔ της Κω
﻿2021/04/13 20:28:04,36.47,27.18,15,5.2,48.6 χμ ΝΝΔ της Κω
﻿2021/04/08 00:33:48,36.46,27.16,14,4.4,50.0 χμ ΝΝΔ της Κω
﻿2021/04/07 21:54:56,36.47,27.15,14,4.2,48.9 χμ ΝΝΔ της Κω
﻿2021/04/07 07:08:17,36.47,27.17,14,4.0,47.8 χμ ΝΝΔ της Κω
﻿2020/10/01 11:05:38,36.66,26.83,151,4.9,48.1 χμ ΔΝΔ της Κω
﻿2020/05/10 12:08:19,36.50,26.91,123,4.0,55.3 χμ ΝΔ της Κω
﻿2019/01/22 20:12:02,36.78,28.00,82,4.3,42.7 χμ ΒΒΔ της Ρόδου
﻿2018/07/14 14:25:43,36.70,26.98,143,4.1,34.9 χμ ΝΔ της Κω
﻿2017/11/04 21:54:09,36.70,28.21,77,4.4,28.6 χμ Β της Ρόδου
﻿2017/07/22 17:25:46,36.58,26.79,139,4.7,55.9 χμ ΝΔ της Κω
﻿2017/07/21 17:09:50,36.89,27.32,23,4.8,2.4 χμ Α της Κω
﻿2017/07/21 02:12:35,36.88,27.38,8,4.5,8.0 χμ Α της Κω
﻿2017/06/27 17:58:35,36.57,27.01,131,4.0,43.7 χμ ΝΔ της Κω
﻿2017/01/05 14:05:05,36.49,26.82,115,4.5,61.2 χμ ΝΔ της Κω
﻿2016/12/20 06:03:44,36.54,26.93,122,5.3,50.7 χμ ΝΔ της Κω
﻿2016/03/12 15:44:33,36.51,28.04,82,4.1,18.0 χμ ΔΒΔ της Ρόδου
﻿2016/01/19 19:04:42,36.69,26.96,145,4.5,37.0 χμ ΝΔ της Κω
﻿2015/07/24 09:58:32,36.58,26.80,155,5.3,55.8 χμ ΝΔ της Κω
﻿2015/07/09 10:41:35,36.82,27.05,35,4.1,22.8 χμ ΔΝΔ της Κω
﻿2015/06/24 08:37:12,36.61,26.98,133,4.7,41.8 χμ ΝΔ της Κω
﻿2015/05/29 08:02:51,36.84,27.56,45,4.1,24.8 χμ ΑΝΑ της Κω
﻿2015/03/28 13:26:09,36.60,27.24,193,4.2,32.9 χμ Ν της Κω
﻿2013/10/18 01:26:45,36.58,27.33,117,4.0,35.0 χμ Ν της Κω
﻿2012/11/26 17:35:41,36.64,27.91,26,4.8,35.6 χμ ΒΔ της Ρόδου
﻿2012/11/24 21:31:15,36.64,27.93,26,4.1,34.3 χμ ΒΔ της Ρόδου
﻿2012/11/24 21:04:17,36.65,27.98,28,4.2,31.8 χμ ΒΔ της Ρόδου
﻿2011/05/22 14:51:21,36.70,27.15,137,4.0,24.8 χμ ΝΝΔ της Κω
﻿2011/05/08 06:50:23,36.69,27.17,22,4.9,25.0 χμ ΝΝΔ της Κω
﻿2011/02/25 21:33:26,36.63,27.09,131,4.1,34.2 χμ ΝΝΔ της Κω
﻿2011/02/07 18:31:42,36.66,26.89,140,4.3,44.0 χμ ΝΔ της Κω
﻿2010/08/08 00:24:10,36.63,28.01,30,4.4,28.3 χμ ΒΔ της Ρόδου
﻿2010/07/16 08:11:01,36.81,26.91,165,5.1,35.0 χμ ΔΝΔ της Κω
﻿2009/03/02 22:02:06,36.68,26.66,8,4.9,60.8 χμ ΔΝΔ της Κω
﻿2008/02/01 11:59:03,36.53,27.07,20,4.0,44.9 χμ ΝΝΔ της Κω
﻿2007/10/10 21:27:49,36.63,27.95,94,4.3,32.2 χμ ΒΔ της Ρόδου
﻿2007/09/23 17:05:26,36.80,27.41,28,4.1,15.0 χμ ΝΑ της Κω
﻿2007/08/29 00:48:07,36.65,26.67,19,4.0,61.4 χμ ΔΝΔ της Κω
﻿2007/06/19 19:38:48,36.73,27.35,23,4.3,19.0 χμ ΝΝΑ της Κω
﻿2006/09/03 01:33:09,36.68,27.20,124,4.0,25.0 χμ ΝΝΔ της Κω
﻿2006/07/09 03:12:53,36.52,27.22,119,4.3,42.0 χμ Ν της Κω
﻿2006/04/19 05:40:42,36.67,26.94,131,4.3,39.8 χμ ΝΔ της Κω
﻿2005/12/29 15:22:52,36.49,27.00,4,4.1,51.7 χμ ΝΝΔ της Κω
﻿2005/08/19 01:08:49,36.82,27.44,21,4.4,15.7 χμ ΑΝΑ της Κω
﻿2005/08/01 13:35:00,36.57,26.78,133,4.6,57.9 χμ ΝΔ της Κω
﻿2005/07/11 17:20:31,36.48,28.11,58,4.2,11.0 χμ ΔΒΔ της Ρόδου
﻿2005/01/10 23:50:27,36.81,27.66,2,4.8,34.3 χμ ΑΝΑ της Κω
﻿2004/10/07 01:05:13,36.50,26.81,126,5.2,61.1 χμ ΝΔ της Κω
﻿2004/08/20 11:12:17,36.45,27.91,72,4.8,28.0 χμ Δ της Ρόδου
﻿2004/08/04 04:19:47,36.89,27.66,16,4.8,33.0 χμ Α της Κω
﻿2004/08/03 05:33:36,36.89,27.66,16,4.4,33.0 χμ Α της Κω
﻿2004/07/29 05:35:03,36.58,27.99,81,4.2,25.9 χμ ΒΔ της Ρόδου
