﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2020/09/28 04:12:41,39.95,24.28,18,4.7,33.3 χμ Ν των Καρυών
﻿2020/09/27 12:58:02,39.97,24.33,19,4.1,32.5 χμ ΝΝΑ των Καρυών
﻿2020/09/27 12:22:19,39.99,24.32,18,4.2,29.4 χμ ΝΝΑ των Καρυών
﻿2020/09/26 22:50:24,39.95,24.31,18,5.2,33.2 χμ Ν των Καρυών
﻿2020/09/26 18:39:19,39.95,24.31,18,4.4,33.3 χμ Ν των Καρυών
﻿2014/09/04 17:43:38,40.13,24.87,30,4.9,40.1 χμ ΒΔ της Λήμνου
﻿2014/05/25 00:07:59,40.02,24.32,28,4.4,26.3 χμ ΝΝΑ των Καρυών
﻿2014/05/24 16:50:01,40.03,24.32,29,4.3,25.2 χμ ΝΝΑ των Καρυών
﻿2014/05/24 14:40:23,40.02,24.30,28,4.1,25.9 χμ Ν των Καρυών
﻿2014/05/24 09:34:14,40.03,24.26,28,4.6,24.5 χμ Ν των Καρυών
﻿2012/09/09 19:30:20,40.00,24.72,28,4.5,46.1 χμ ΔΒΔ της Λήμνου
﻿2011/10/27 15:15:38,40.08,24.63,28,4.0,37.4 χμ ΑΝΑ των Καρυών
﻿2011/04/22 07:50:39,40.11,24.90,27,4.3,36.8 χμ ΒΔ της Λήμνου
﻿2010/12/23 01:40:15,40.07,24.81,29,4.3,41.2 χμ ΔΒΔ της Λήμνου
﻿2010/12/23 01:35:48,40.06,24.80,25,4.3,41.5 χμ ΔΒΔ της Λήμνου
﻿2009/08/01 13:17:46,40.13,24.30,28,4.0,14.0 χμ ΝΝΑ των Καρυών
﻿2007/03/04 16:14:32,40.00,25.30,28,4.0,10.2 χμ ΒΒΑ της Λήμνου
﻿1993/09/14 14:32:32,40.12,24.89,25,4.4,38.1 χμ ΒΔ της Λήμνου
﻿1993/09/13 19:09:46,40.12,24.88,22,4.9,38.8 χμ ΒΔ της Λήμνου
﻿1987/01/17 00:30:33,39.93,24.26,17,4.0,35.6 χμ Ν των Καρυών
﻿1984/10/03 04:41:53,40.10,24.68,6,4.2,40.2 χμ ΑΝΑ των Καρυών
﻿1983/11/16 05:56:29,39.96,24.48,8,4.5,37.7 χμ ΝΝΑ των Καρυών
﻿1983/10/31 20:52:43,39.93,24.44,17,4.0,39.1 χμ ΝΝΑ των Καρυών
﻿1983/10/30 03:50:57,40.09,24.80,12,4.2,42.9 χμ ΔΒΔ της Λήμνου
﻿1983/10/28 05:08:18,39.95,24.74,15,4.8,43.6 χμ Δ της Λήμνου
﻿1983/10/13 06:52:36,40.02,24.70,12,4.6,46.0 χμ ΑΝΑ των Καρυών
﻿1983/08/15 14:43:18,40.12,24.87,10,4.0,39.5 χμ ΒΔ της Λήμνου
﻿1983/08/11 01:04:38,40.03,24.76,21,4.4,43.6 χμ ΔΒΔ της Λήμνου
﻿1983/08/08 01:56:44,39.99,24.72,23,4.1,45.9 χμ Δ της Λήμνου
﻿1983/08/07 03:04:23,40.09,24.84,19,4.1,39.9 χμ ΔΒΔ της Λήμνου
﻿1983/08/07 01:44:13,40.03,24.75,28,4.3,44.4 χμ ΔΒΔ της Λήμνου
﻿1983/08/06 15:43:53,40.08,24.81,22,6.6,41.6 χμ ΔΒΔ της Λήμνου
﻿1983/03/12 04:17:05,40.11,24.83,24,4.3,41.7 χμ ΔΒΔ της Λήμνου
﻿1982/04/10 04:50:49,40.00,24.80,10,4.8,39.5 χμ ΔΒΔ της Λήμνου
﻿1968/08/22 14:29:09,40.10,25.10,10,4.0,24.1 χμ ΒΒΔ της Λήμνου
﻿1965/12/20 00:08:11,40.10,24.80,10,5.9,43.4 χμ ΔΒΔ της Λήμνου
