﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2021/11/30 14:20:20,38.42,22.10,11,4.1,18.7 χμ Β του Αιγίου
﻿2021/08/21 18:42:32,39.01,22.02,11,4.0,33.7 χμ ΒΑ του Καρπενησίου
﻿2021/02/17 04:38:50,38.37,21.97,8,4.1,16.8 χμ ΒΔ του Αιγίου
﻿2021/01/13 09:40:21,38.39,22.05,12,4.2,16.1 χμ ΒΒΔ του Αιγίου
﻿2021/01/12 22:56:47,38.41,22.06,8,4.4,17.9 χμ Β του Αιγίου
﻿2021/01/12 22:32:56,38.40,22.05,6,4.0,16.8 χμ Β του Αιγίου
﻿2021/01/12 22:29:37,38.39,22.06,11,4.4,16.0 χμ Β του Αιγίου
﻿2021/01/12 22:09:56,38.40,22.05,5,4.8,16.6 χμ Β του Αιγίου
﻿2020/12/30 00:39:20,38.40,22.02,8,4.2,17.6 χμ ΒΒΔ του Αιγίου
﻿2020/12/23 14:58:24,38.41,22.00,8,4.5,18.9 χμ ΒΒΔ του Αιγίου
﻿2020/11/01 23:09:33,38.87,21.57,17,4.4,16.1 χμ ΔΒΔ του Καρπενησίου
﻿2020/07/20 18:33:21,38.80,21.67,64,4.1,5.2 χμ Δ του Καρπενησίου
﻿2019/11/29 20:46:40,39.05,22.32,77,4.2,19.3 χμ ΒΒΔ της Λαμίας
﻿2019/11/26 04:49:28,38.37,21.88,8,4.0,18.9 χμ ΒΑ της Πάτρας
﻿2019/06/12 21:54:30,38.63,22.90,14,4.1,8.7 χμ ΔΝΔ της Αταλάντης
﻿2018/10/26 12:03:16,38.91,22.45,6,4.4,1.4 χμ ΑΒΑ της Λαμίας
﻿2017/09/11 16:20:15,39.15,21.53,8,4.9,41.9 χμ ΝΔ της Καρδίτσας
﻿2017/07/20 07:15:45,38.39,21.94,5,4.1,20.3 χμ ΒΔ του Αιγίου
﻿2017/05/14 04:46:06,38.91,21.91,24,4.1,19.5 χμ ΒΑ του Καρπενησίου
﻿2016/10/11 11:48:30,38.40,21.80,12,4.3,18.2 χμ ΒΒΑ της Πάτρας
﻿2016/05/04 08:40:45,38.90,21.75,20,4.0,11.2 χμ Β του Καρπενησίου
﻿2014/09/21 01:13:26,38.37,21.83,15,4.0,16.3 χμ ΒΒΑ της Πάτρας
﻿2014/09/19 15:35:08,38.37,21.83,17,4.1,16.3 χμ ΒΒΑ της Πάτρας
﻿2014/05/10 03:04:50,38.42,22.46,20,4.1,13.9 χμ ΝΝΑ της Αμφισσας
﻿2014/04/18 05:07:36,38.41,21.85,18,4.1,21.0 χμ ΒΒΑ της Πάτρας
﻿2014/02/06 07:58:26,38.71,22.77,22,4.3,20.9 χμ ΔΒΔ της Αταλάντης
﻿2014/02/01 08:14:03,38.70,22.75,18,4.5,22.3 χμ ΔΒΔ της Αταλάντης
