﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2019/07/13 15:08:43,38.84,21.25,14,4.7,42.2 χμ Δ του Καρπενησίου
﻿2014/10/24 23:43:15,38.92,21.15,12,5.2,30.3 χμ ΝΝΑ της Αρτας
﻿2011/02/10 02:38:19,38.96,21.18,17,4.2,27.9 χμ ΝΑ της Αρτας
﻿2009/04/21 12:45:45,38.84,21.10,11,4.0,32.7 χμ ΑΝΑ της Πρέβεζας
﻿2006/03/23 05:05:22,38.90,21.14,14,4.0,31.9 χμ ΝΝΑ της Αρτας
﻿2005/12/19 17:48:11,39.12,20.88,18,4.0,10.1 χμ ΔΝΔ της Αρτας
﻿2005/12/19 17:44:46,39.12,20.93,10,4.1,6.6 χμ ΝΔ της Αρτας
﻿2005/06/18 16:13:50,38.85,21.24,25,4.1,41.0 χμ ΝΝΑ της Αρτας
﻿2002/12/31 21:22:21,38.94,21.19,22,4.4,30.2 χμ ΝΑ της Αρτας
﻿2002/12/31 20:47:03,38.93,21.18,22,4.6,30.7 χμ ΝΝΑ της Αρτας
﻿2002/12/31 20:28:33,39.00,21.25,18,4.6,29.0 χμ ΝΑ της Αρτας
﻿2001/06/14 17:22:59,39.08,20.87,5,4.0,13.4 χμ ΝΔ της Αρτας
﻿1999/02/26 08:30:11,38.92,20.83,5,4.0,7.7 χμ ΑΝΑ της Πρέβεζας
﻿1997/02/13 11:11:58,38.84,21.20,36,4.0,40.2 χμ ΝΝΑ της Αρτας
﻿1988/03/08 11:38:56,38.82,21.11,28,4.6,34.3 χμ ΑΝΑ της Πρέβεζας
﻿1988/01/22 06:18:54,38.64,21.02,11,4.6,34.6 χμ ΑΝΑ της Λευκάδας
﻿1985/03/22 20:38:54,38.92,21.09,10,4.1,28.2 χμ ΝΝΑ της Αρτας
﻿1985/03/22 20:37:38,38.96,21.12,5,4.0,25.2 χμ ΝΝΑ της Αρτας
﻿1985/01/31 16:39:36,38.87,21.12,16,4.2,33.2 χμ ΑΝΑ της Πρέβεζας
﻿1983/04/01 12:42:43,38.86,20.84,1,4.1,12.7 χμ ΝΑ της Πρέβεζας
﻿1983/03/24 02:36:09,38.41,20.79,35,4.4,36.7 χμ ΝΝΑ της Λευκάδας
﻿1983/03/23 19:03:59,38.78,20.81,10,4.9,16.9 χμ ΑΒΑ της Λευκάδας
﻿1983/03/16 21:19:39,38.79,20.81,9,5.0,17.4 χμ ΑΒΑ της Λευκάδας
﻿1983/01/17 13:03:15,38.71,20.95,40,4.0,27.5 χμ Α της Λευκάδας
﻿1981/12/30 16:46:31,38.80,20.80,10,4.2,17.2 χμ ΑΒΑ της Λευκάδας
﻿1981/05/29 05:31:25,38.80,20.80,10,4.1,17.2 χμ ΑΒΑ της Λευκάδας
﻿1981/05/28 07:28:19,38.80,20.90,10,4.3,21.1 χμ ΝΑ της Πρέβεζας
﻿1981/05/27 20:57:58,38.80,20.80,10,4.2,17.2 χμ ΑΒΑ της Λευκάδας
﻿1981/05/27 18:12:02,38.80,21.00,10,5.0,27.3 χμ ΝΑ της Πρέβεζας
﻿1981/05/27 17:44:45,38.90,20.90,10,4.2,14.1 χμ ΑΝΑ της Πρέβεζας
﻿1981/05/27 17:43:56,38.80,20.90,10,4.0,21.1 χμ ΝΑ της Πρέβεζας
﻿1981/05/27 16:09:12,38.80,20.80,10,4.0,17.2 χμ ΑΒΑ της Λευκάδας
﻿1981/05/27 15:25:50,38.80,20.90,10,5.0,21.1 χμ ΝΑ της Πρέβεζας
﻿1981/05/25 23:03:58,38.80,21.00,10,4.2,27.3 χμ ΝΑ της Πρέβεζας
﻿1981/04/10 08:33:28,38.90,21.00,10,4.2,22.3 χμ ΑΝΑ της Πρέβεζας
﻿1981/04/10 08:29:45,38.90,21.10,10,4.1,30.6 χμ ΝΝΑ της Αρτας
﻿1977/04/22 23:57:07,38.70,21.00,63,4.0,31.9 χμ Α της Λευκάδας
﻿1973/12/27 13:35:19,38.60,20.80,10,4.2,19.4 χμ ΝΑ της Λευκάδας
﻿1972/07/25 01:56:02,38.80,21.20,10,4.4,42.4 χμ ΑΝΑ της Πρέβεζας
﻿1972/02/02 21:19:48,38.80,21.20,10,4.3,42.4 χμ ΑΝΑ της Πρέβεζας
﻿1971/03/30 19:40:13,38.80,20.90,10,4.3,21.1 χμ ΝΑ της Πρέβεζας
﻿1970/06/01 01:15:46,39.00,20.80,10,4.1,7.0 χμ ΒΑ της Πρέβεζας
﻿1967/11/06 10:33:01,38.80,20.80,10,4.1,17.2 χμ ΑΒΑ της Λευκάδας
﻿1966/10/29 02:39:25,38.80,21.00,10,6.0,27.3 χμ ΝΑ της Πρέβεζας
﻿1965/12/31 22:43:19,39.10,20.90,10,4.1,10.0 χμ ΝΔ της Αρτας
