﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2018/06/05 08:52:40,36.63,22.67,9,4.6,52.1 χμ ΒΔ των Κυθήρων
﻿2018/05/16 22:30:04,36.55,22.92,13,4.6,34.4 χμ ΒΒΔ των Κυθήρων
﻿2016/05/15 21:27:31,36.71,22.91,17,4.2,51.2 χμ Ν του Λεωνιδίου
﻿2013/04/28 16:31:04,37.45,22.70,61,4.3,15.8 χμ ΝΔ του Ναυπλίου
﻿2012/12/09 01:23:05,37.93,22.59,24,4.1,30.0 χμ Δ της Κορίνθου
﻿2011/07/14 08:41:55,37.83,22.62,82,4.0,29.9 χμ ΔΝΔ της Κορίνθου
﻿2011/07/03 08:49:13,36.61,22.91,24,4.0,41.0 χμ ΒΒΔ των Κυθήρων
﻿2009/04/11 23:41:16,37.12,22.77,86,4.1,9.3 χμ ΝΔ του Λεωνιδίου
﻿2009/01/11 10:50:04,37.61,22.65,67,4.2,14.8 χμ ΔΒΔ του Ναυπλίου
﻿2008/06/18 01:58:42,37.67,22.78,83,5.1,12.1 χμ ΒΒΔ του Ναυπλίου
﻿2008/01/11 12:56:22,37.11,22.76,79,4.3,10.7 χμ ΝΔ του Λεωνιδίου
﻿2008/01/06 05:14:19,37.11,22.78,86,6.1,9.3 χμ ΝΔ του Λεωνιδίου
﻿2005/09/16 10:00:27,37.22,22.55,84,4.1,19.5 χμ ΒΒΑ της Σπάρτης
﻿2004/10/07 07:16:55,36.60,22.70,61,4.3,48.1 χμ ΒΔ των Κυθήρων
﻿2003/04/11 23:53:47,37.58,22.67,85,4.3,12.3 χμ Δ του Ναυπλίου
﻿2002/07/28 14:33:44,37.62,22.65,74,4.0,15.2 χμ ΔΒΔ του Ναυπλίου
﻿2001/04/06 01:27:21,37.71,22.73,78,4.2,17.7 χμ ΒΒΔ του Ναυπλίου
﻿1997/10/14 03:04:40,36.56,22.40,13,4.2,57.1 χμ Ν της Σπάρτης
﻿1993/02/12 21:37:55,37.56,22.65,72,4.4,13.9 χμ Δ του Ναυπλίου
﻿1992/07/27 07:45:52,37.58,22.66,68,4.2,13.1 χμ Δ του Ναυπλίου
﻿1988/11/08 08:17:59,36.77,22.67,83,4.5,39.9 χμ ΝΝΑ της Σπάρτης
﻿1988/07/16 01:54:33,37.42,22.86,95,4.5,16.6 χμ ΝΝΑ του Ναυπλίου
﻿1986/07/05 09:52:46,37.85,22.56,84,4.3,34.1 χμ ΔΝΔ της Κορίνθου
﻿1977/01/16 09:16:45,37.85,22.80,10,4.5,15.2 χμ ΝΔ της Κορίνθου
﻿1976/12/30 15:12:38,37.90,22.80,43,4.3,12.3 χμ ΔΝΔ της Κορίνθου
﻿1975/04/24 22:58:19,37.40,22.60,50,4.3,22.9 χμ ΑΝΑ της Τρίπολης
﻿1972/12/06 02:49:03,37.20,22.90,10,4.2,5.3 χμ ΒΑ του Λεωνιδίου
﻿1972/09/13 04:13:23,37.80,22.40,40,5.4,32.4 χμ Β της Τρίπολης
﻿1971/02/09 21:20:30,37.90,22.60,10,4.2,29.4 χμ Δ της Κορίνθου
﻿1970/04/23 04:29:46,37.50,22.80,100,4.5,7.1 χμ Ν του Ναυπλίου
﻿1970/02/11 19:01:20,37.70,22.60,50,4.3,23.7 χμ ΒΔ του Ναυπλίου
﻿1966/01/24 18:46:24,36.80,22.60,10,4.1,34.0 χμ ΝΝΑ της Σπάρτης
﻿1964/11/27 20:02:36,36.75,22.50,10,4.4,36.5 χμ Ν της Σπάρτης
﻿1964/10/13 21:06:46,37.50,22.50,10,4.3,10.7 χμ Α της Τρίπολης
