﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2008/06/30 13:40:10,39.39,20.85,55,4.1,28.0 χμ ΒΒΔ της Αρτας
﻿2005/04/26 23:13:53,39.30,21.14,26,4.1,20.4 χμ ΒΑ της Αρτας
﻿1999/03/31 00:00:25,39.61,20.90,54,4.3,7.7 χμ ΝΝΑ των Ιωαννίνων
﻿1999/02/19 00:19:18,39.30,20.88,7,4.0,18.0 χμ ΒΒΔ της Αρτας
﻿1987/03/08 17:38:35,39.39,20.78,1,4.1,31.0 χμ ΒΔ της Αρτας
﻿1981/12/20 22:40:11,39.40,20.80,10,4.1,30.1 χμ Ν των Ιωαννίνων
﻿1981/03/10 15:16:18,39.30,20.80,10,5.3,22.3 χμ ΒΔ της Αρτας
﻿1971/12/29 23:27:25,39.20,20.80,10,4.2,16.6 χμ ΔΒΔ της Αρτας
﻿1970/02/17 00:16:28,39.20,21.00,10,4.2,4.6 χμ ΒΒΑ της Αρτας
﻿1970/01/31 01:26:44,39.40,21.00,10,4.0,26.7 χμ Β της Αρτας
﻿1969/10/16 22:55:40,39.50,20.90,10,4.0,19.1 χμ ΝΝΑ των Ιωαννίνων
﻿1967/06/12 18:12:38,39.30,21.20,10,4.1,24.1 χμ ΒΑ της Αρτας
﻿1966/09/23 23:47:48,39.50,20.90,100,4.2,19.1 χμ ΝΝΑ των Ιωαννίνων
﻿1966/08/08 12:34:07,39.60,21.00,10,4.0,14.8 χμ ΑΝΑ των Ιωαννίνων
﻿1966/06/13 11:44:52,39.50,21.00,10,4.0,22.6 χμ ΝΑ των Ιωαννίνων
﻿1966/05/22 11:15:36,39.30,20.80,10,4.0,22.3 χμ ΒΔ της Αρτας
﻿1966/04/28 11:47:26,39.40,20.90,50,4.4,27.6 χμ ΒΒΔ της Αρτας
﻿1966/04/23 11:08:03,39.20,21.20,10,4.2,19.0 χμ ΑΒΑ της Αρτας
﻿1966/04/01 13:14:55,39.20,21.20,10,4.4,19.0 χμ ΑΒΑ της Αρτας
﻿1966/03/14 14:08:34,39.40,21.10,10,4.6,28.4 χμ ΒΒΑ της Αρτας
﻿1966/03/11 20:19:10,39.25,21.25,10,4.4,24.9 χμ ΑΒΑ της Αρτας
﻿1966/03/08 18:51:39,39.20,21.20,10,4.4,19.0 χμ ΑΒΑ της Αρτας
﻿1966/02/14 20:16:48,39.30,21.20,10,4.1,24.1 χμ ΒΑ της Αρτας
﻿1966/01/26 13:30:20,39.20,21.20,10,4.2,19.0 χμ ΑΒΑ της Αρτας
