﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2021/12/24 11:41:47,39.81,22.05,8,4.0,37.4 χμ ΔΒΔ της Λάρισας
﻿2021/06/01 15:56:14,39.81,22.06,11,4.5,36.4 χμ ΔΒΔ της Λάρισας
﻿2021/05/11 21:31:01,40.47,20.99,7,4.8,23.7 χμ ΔΝΔ της Καστοριάς
﻿2021/03/23 00:08:03,40.13,21.01,14,4.3,23.0 χμ ΑΒΑ της Κόνιτσας
﻿2021/03/21 17:15:53,39.78,22.09,10,4.1,32.4 χμ ΔΒΔ της Λάρισας
﻿2021/03/15 15:43:37,39.76,22.12,7,4.4,29.3 χμ ΔΒΔ της Λάρισας
﻿2021/03/13 15:09:13,39.82,22.04,7,4.1,37.0 χμ ΒΑ των Τρικάλων
﻿2021/03/12 12:57:50,39.84,22.01,7,5.3,38.0 χμ ΒΒΑ των Τρικάλων
﻿2021/03/11 14:19:40,39.78,22.08,6,4.0,33.1 χμ ΔΒΔ της Λάρισας
﻿2021/03/06 19:47:40,39.84,22.07,6,4.1,37.1 χμ ΒΔ της Λάρισας
﻿2021/03/06 16:36:17,39.67,22.25,8,4.2,15.1 χμ ΔΒΔ της Λάρισας
﻿2021/03/05 10:01:14,39.78,22.08,8,4.1,33.3 χμ ΔΒΔ της Λάρισας
﻿2021/03/05 09:59:59,39.85,22.03,9,4.2,40.0 χμ ΒΑ των Τρικάλων
﻿2021/03/04 20:03:08,39.75,22.16,6,4.2,25.5 χμ ΔΒΔ της Λάρισας
﻿2021/03/04 19:31:32,39.82,22.05,7,4.3,37.8 χμ ΔΒΔ της Λάρισας
﻿2021/03/04 19:23:51,39.84,21.94,9,5.1,34.7 χμ ΒΒΑ των Τρικάλων
﻿2021/03/04 18:45:26,39.85,22.08,6,4.1,37.3 χμ ΒΔ της Λάρισας
﻿2021/03/04 18:38:19,39.80,22.13,5,5.9,31.0 χμ ΒΔ της Λάρισας
﻿2021/03/04 11:10:08,39.74,22.06,8,4.0,32.6 χμ ΒΑ των Τρικάλων
﻿2021/03/04 09:36:15,39.79,22.13,6,4.4,30.2 χμ ΒΔ της Λάρισας
﻿2021/03/04 02:43:38,39.74,22.26,5,4.0,17.6 χμ ΒΔ της Λάρισας
﻿2021/03/03 21:00:54,39.76,22.13,6,4.0,28.0 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 18:49:49,39.74,22.12,9,4.2,27.7 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 18:24:08,39.73,22.10,6,5.2,29.2 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 11:49:03,39.70,22.28,8,4.6,14.0 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 11:45:45,39.70,22.25,7,5.1,16.3 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 11:35:57,39.70,22.23,6,4.8,17.6 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 11:19:02,39.75,22.22,9,4.0,21.0 χμ ΒΔ της Λάρισας
﻿2021/03/03 11:12:22,39.78,22.21,6,4.3,23.5 χμ ΒΔ της Λάρισας
﻿2021/03/03 10:34:08,39.73,22.28,8,4.9,15.4 χμ ΒΔ της Λάρισας
﻿2021/03/03 10:26:18,39.67,22.20,8,4.1,19.0 χμ Δ της Λάρισας
﻿2021/03/03 10:23:08,39.69,22.16,8,4.1,22.8 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 10:21:37,39.73,22.22,8,4.6,20.3 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 10:20:46,39.70,22.16,8,4.7,23.5 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 10:19:54,39.80,22.10,9,4.6,32.5 χμ ΔΒΔ της Λάρισας
﻿2021/03/03 10:16:08,39.76,22.21,8,6.0,22.5 χμ ΒΔ της Λάρισας
﻿2020/08/10 02:07:52,40.56,22.57,14,4.1,30.9 χμ Α της Βέροιας
﻿2020/04/15 12:20:37,40.54,21.80,11,4.2,24.4 χμ ΒΒΑ της Κοζάνης
﻿2019/07/31 14:21:22,40.56,20.89,9,4.4,32.4 χμ Δ της Καστοριάς
﻿2019/07/14 10:50:13,40.21,21.76,12,4.6,13.7 χμ ΝΝΑ της Κοζάνης
﻿2019/06/29 13:01:18,40.52,20.87,5,4.3,33.9 χμ Δ της Καστοριάς
﻿2019/06/01 18:50:14,40.41,20.80,6,4.2,40.7 χμ ΔΝΔ της Καστοριάς
﻿2019/06/01 04:51:58,40.53,20.89,7,4.3,31.8 χμ Δ της Καστοριάς
﻿2019/06/01 04:33:07,40.56,20.91,5,4.7,30.7 χμ Δ της Καστοριάς
﻿2019/06/01 04:26:18,40.52,20.77,6,5.0,41.9 χμ Δ της Καστοριάς
﻿2017/11/22 22:37:35,40.51,22.52,6,4.2,26.3 χμ Β της Κατερίνης
﻿2014/02/26 01:42:50,40.23,21.64,25,4.0,13.2 χμ ΝΝΔ της Κοζάνης
﻿2013/07/03 13:28:23,40.14,21.87,20,4.6,25.1 χμ ΝΝΑ της Κοζάνης
﻿2013/07/02 10:45:21,40.12,21.85,22,4.7,26.3 χμ ΝΝΑ της Κοζάνης
﻿2012/09/22 06:15:57,40.16,20.83,17,4.5,13.9 χμ ΒΒΑ της Κόνιτσας
﻿2012/06/17 19:20:42,40.54,21.64,24,4.2,23.9 χμ ΒΒΔ της Κοζάνης
﻿2012/05/12 22:48:11,40.57,22.85,25,4.1,11.1 χμ ΝΔ της Θεσσαλονίκης
﻿2010/12/11 04:55:30,40.63,21.48,24,4.0,18.3 χμ ΝΝΑ της Φλώρινας
﻿2010/10/23 06:17:41,39.96,21.42,20,4.5,13.7 χμ Ν των Γρεβενών
﻿2009/04/14 15:15:14,40.55,21.23,23,4.0,4.8 χμ ΒΔ της Καστοριάς
﻿2007/09/01 17:19:54,40.14,21.62,18,4.0,18.4 χμ ΑΒΑ των Γρεβενών
﻿2007/07/31 03:33:05,40.61,21.50,17,4.1,21.0 χμ ΝΝΑ της Φλώρινας
﻿2007/07/19 04:25:26,40.13,21.67,18,4.0,22.2 χμ ΑΒΑ των Γρεβενών
﻿2007/07/18 19:09:29,40.59,22.80,20,4.0,13.4 χμ ΔΝΔ της Θεσσαλονίκης
﻿2007/07/17 18:23:20,40.16,21.61,22,4.9,18.5 χμ ΑΒΑ των Γρεβενών
﻿2006/05/18 02:25:27,40.23,22.54,19,4.1,5.6 χμ ΝΑ της Κατερίνης
﻿2006/02/03 00:00:27,40.44,21.31,25,4.0,9.3 χμ ΝΝΑ της Καστοριάς
﻿2006/02/02 23:54:47,40.45,21.32,26,4.2,8.7 χμ ΝΝΑ της Καστοριάς
﻿2005/09/15 03:30:21,39.70,20.96,14,4.1,10.0 χμ ΑΒΑ των Ιωαννίνων
﻿2003/12/07 15:40:17,39.86,20.84,63,4.2,21.4 χμ Β των Ιωαννίνων
﻿2003/08/23 14:09:21,40.59,21.01,19,4.0,23.2 χμ ΔΒΔ της Καστοριάς
﻿2003/06/09 07:06:40,39.94,22.35,18,5.0,34.2 χμ Β της Λάρισας
﻿2002/04/25 07:28:09,40.59,20.84,9,4.2,37.0 χμ ΔΒΔ της Καστοριάς
﻿2001/10/06 07:26:00,40.64,21.03,5,4.4,24.2 χμ ΒΔ της Καστοριάς
﻿1999/04/12 17:16:31,40.34,21.58,16,4.0,11.6 χμ Δ της Κοζάνης
﻿1998/06/20 11:40:25,40.09,21.71,5,4.0,25.0 χμ Α των Γρεβενών
﻿1998/04/12 23:53:39,40.15,21.22,5,4.2,18.3 χμ ΔΒΔ των Γρεβενών
﻿1997/09/19 12:00:28,40.05,21.38,11,4.9,4.8 χμ ΝΔ των Γρεβενών
﻿1997/08/22 03:17:48,40.14,21.67,12,4.3,21.9 χμ Ν της Κοζάνης
﻿1997/08/16 09:14:25,40.63,21.89,5,4.0,23.1 χμ ΝΔ της Έδεσσας
﻿1997/02/13 20:10:22,40.24,21.61,12,4.1,13.8 χμ ΝΔ της Κοζάνης
﻿1997/01/14 22:58:18,40.53,20.90,5,4.1,31.0 χμ Δ της Καστοριάς
﻿1996/11/22 21:05:47,40.00,20.80,1,4.0,6.5 χμ ΝΑ της Κόνιτσας
﻿1996/10/10 19:07:47,40.25,21.44,1,4.4,18.6 χμ Β των Γρεβενών
﻿1996/09/26 12:31:50,40.08,20.80,5,4.1,5.1 χμ ΒΑ της Κόνιτσας
﻿1996/02/26 21:39:13,40.61,21.64,1,4.6,27.9 χμ ΝΑ της Φλώρινας
﻿1996/02/26 15:30:17,40.60,21.68,1,4.0,29.8 χμ Β της Κοζάνης
﻿1996/02/22 03:04:41,40.58,21.67,1,4.0,27.7 χμ Β της Κοζάνης
