﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2010/08/08 09:14:59,40.55,23.58,23,4.3,22.9 χμ ΒΒΑ του Πολύγυρου
﻿2010/08/08 09:00:28,40.55,23.56,22,4.5,22.1 χμ ΒΒΑ του Πολύγυρου
﻿2007/06/25 04:13:40,40.86,23.91,24,4.0,38.0 χμ ΝΝΔ της Δράμας
﻿1995/05/04 00:34:10,40.57,23.69,7,5.0,30.4 χμ ΒΑ του Πολύγυρου
﻿1995/05/03 21:43:27,40.62,23.67,20,4.5,33.6 χμ ΒΑ του Πολύγυρου
﻿1995/05/03 21:36:54,40.58,23.68,13,4.3,30.7 χμ ΒΑ του Πολύγυρου
﻿1995/05/03 15:39:55,40.64,23.69,7,4.0,36.4 χμ ΒΑ του Πολύγυρου
﻿1995/04/04 17:27:05,40.57,23.75,5,4.0,34.2 χμ ΒΑ του Πολύγυρου
﻿1995/04/04 17:10:09,40.62,23.68,7,4.1,34.1 χμ ΒΑ του Πολύγυρου
﻿1985/11/09 23:30:45,41.11,24.05,23,5.1,9.0 χμ ΔΝΔ της Δράμας
﻿1970/04/16 23:11:44,40.80,23.70,10,4.0,34.2 χμ ΝΝΑ των Σερρών
﻿1970/04/16 22:39:30,40.70,23.60,10,4.7,38.7 χμ ΒΒΑ του Πολύγυρου
