﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿2004/08/10 10:25:52,34.79,24.94,10,4.0,62.0 χμ ΝΝΔ του Ηρακλείου
﻿2004/08/06 12:08:09,34.81,24.80,28,4.0,64.7 χμ ΝΝΔ του Ηρακλείου
﻿2004/06/07 14:54:49,34.84,24.92,4,4.0,57.2 χμ ΝΝΔ του Ηρακλείου
﻿2004/04/15 13:54:23,34.69,24.83,82,4.3,75.7 χμ ΝΝΔ του Ηρακλείου
﻿2004/04/06 08:47:15,34.96,25.10,7,4.1,40.7 χμ Ν του Ηρακλείου
﻿2004/02/05 20:52:07,34.83,24.92,5,4.0,58.3 χμ ΝΝΔ του Ηρακλείου
﻿2003/12/28 22:47:26,34.90,24.97,5,4.0,49.5 χμ ΝΝΔ του Ηρακλείου
﻿2003/11/27 14:49:12,34.86,24.89,8,4.2,56.1 χμ ΝΝΔ του Ηρακλείου
﻿2003/11/26 07:26:06,34.76,24.95,15,4.0,64.9 χμ ΝΝΔ του Ηρακλείου
﻿2003/11/25 01:59:12,34.89,24.84,4,4.0,55.1 χμ ΝΝΔ του Ηρακλείου
﻿2003/11/25 01:48:58,34.83,24.89,12,4.0,59.2 χμ ΝΝΔ του Ηρακλείου
﻿2003/11/24 15:51:07,34.86,24.91,9,4.6,55.5 χμ ΝΝΔ του Ηρακλείου
﻿2003/11/23 23:50:12,34.76,24.91,6,4.0,66.0 χμ ΝΝΔ του Ηρακλείου
﻿2002/12/22 21:42:15,35.06,24.71,43,4.0,40.2 χμ ΝΝΑ του Ρεθύμνου
﻿2002/12/17 17:18:32,34.95,24.67,42,4.1,49.5 χμ ΝΝΑ του Ρεθύμνου
﻿2002/04/15 08:10:09,34.82,24.62,28,4.3,62.1 χμ ΝΝΑ του Ρεθύμνου
﻿2000/11/24 01:02:35,34.71,24.77,19,4.0,75.9 χμ ΝΝΔ του Ηρακλείου
﻿2000/09/07 06:41:37,34.72,25.00,8,4.2,68.3 χμ Ν του Ηρακλείου
﻿2000/04/18 15:31:14,34.93,24.83,5,4.1,51.7 χμ ΝΝΔ του Ηρακλείου
﻿1998/10/21 10:07:38,34.92,24.69,5,4.1,53.3 χμ ΝΝΑ του Ρεθύμνου
﻿1997/04/28 03:58:30,35.05,24.92,5,4.1,36.1 χμ ΝΝΔ του Ηρακλείου
﻿1997/01/07 02:14:26,34.88,24.64,28,4.3,56.0 χμ ΝΝΑ του Ρεθύμνου
﻿1995/06/22 03:53:36,34.64,25.09,35,4.0,76.3 χμ Ν του Ηρακλείου
﻿1994/10/14 02:44:10,34.94,24.92,5,4.0,46.9 χμ ΝΝΔ του Ηρακλείου
﻿1994/05/23 06:46:16,35.40,24.73,81,5.6,23.8 χμ Α του Ρεθύμνου
﻿1993/11/03 12:52:25,34.80,24.94,5,4.0,60.9 χμ ΝΝΔ του Ηρακλείου
﻿1991/09/15 10:40:37,34.64,25.05,22,4.1,76.5 χμ Ν του Ηρακλείου
﻿1990/08/11 02:16:00,34.77,25.01,1,4.2,62.7 χμ Ν του Ηρακλείου
﻿1990/07/18 11:13:24,34.98,24.74,1,4.0,49.3 χμ ΝΝΑ του Ρεθύμνου
﻿1988/07/27 05:00:12,35.35,24.76,66,4.2,26.2 χμ Α του Ρεθύμνου
﻿1986/03/31 23:44:34,34.73,24.62,31,4.1,71.9 χμ Ν του Ρεθύμνου
﻿1986/02/15 07:36:58,35.12,24.63,5,4.0,30.8 χμ ΝΝΑ του Ρεθύμνου
﻿1986/02/15 07:34:11,35.22,24.65,5,4.1,22.8 χμ ΝΑ του Ρεθύμνου
﻿1985/10/06 03:23:28,34.64,25.14,16,4.1,76.2 χμ Ν του Ηρακλείου
﻿1984/11/10 14:40:02,34.82,24.67,5,4.0,63.2 χμ ΝΝΑ του Ρεθύμνου
﻿1983/01/10 01:29:13,34.66,24.63,38,4.2,79.7 χμ Ν του Ρεθύμνου
﻿1981/12/30 19:08:32,34.80,24.90,10,4.0,62.0 χμ ΝΝΔ του Ηρακλείου
﻿1981/10/09 23:26:18,34.70,25.00,10,4.1,70.5 χμ Ν του Ηρακλείου
﻿1981/09/13 23:25:23,34.70,25.10,10,4.9,69.6 χμ Ν του Ηρακλείου
﻿1981/08/17 14:43:59,34.80,25.00,10,4.0,59.6 χμ ΝΝΔ του Ηρακλείου
﻿1981/02/28 19:50:44,35.00,24.80,10,4.0,47.0 χμ ΝΔ του Ηρακλείου
﻿1980/11/20 10:58:45,35.40,24.70,10,4.0,21.1 χμ Α του Ρεθύμνου
﻿1978/07/12 00:32:17,34.80,24.90,33,4.1,62.0 χμ ΝΝΔ του Ηρακλείου
﻿1977/05/05 23:13:11,34.65,24.80,40,4.2,80.9 χμ ΝΝΔ του Ηρακλείου
﻿1976/04/19 00:27:53,35.50,24.80,10,4.2,33.4 χμ ΑΒΑ του Ρεθύμνου
﻿1975/07/31 07:28:16,34.70,25.10,10,4.1,69.6 χμ Ν του Ηρακλείου
﻿1975/07/29 16:19:01,34.70,25.00,10,4.0,70.5 χμ Ν του Ηρακλείου
﻿1975/07/29 16:10:38,34.70,25.00,10,4.0,70.5 χμ Ν του Ηρακλείου
﻿1975/07/29 15:07:08,34.70,25.10,10,4.5,69.6 χμ Ν του Ηρακλείου
﻿1974/04/18 10:15:51,34.70,24.70,10,4.0,76.8 χμ ΝΝΑ του Ρεθύμνου
﻿1974/03/09 04:12:06,34.70,24.70,10,4.2,76.8 χμ ΝΝΑ του Ρεθύμνου
﻿1974/03/09 03:52:05,34.70,24.70,10,4.0,76.8 χμ ΝΝΑ του Ρεθύμνου
﻿1973/12/07 05:18:40,34.70,24.70,10,4.0,76.8 χμ ΝΝΑ του Ρεθύμνου
﻿1973/07/21 12:51:52,34.90,24.80,10,4.3,56.0 χμ ΝΝΔ του Ηρακλείου
﻿1973/07/21 08:03:00,34.80,24.70,10,4.0,66.1 χμ ΝΝΑ του Ρεθύμνου
﻿1973/04/16 00:05:49,34.90,25.10,10,4.4,47.3 χμ Ν του Ηρακλείου
﻿1972/11/05 19:25:40,35.10,24.90,10,4.6,32.6 χμ ΝΔ του Ηρακλείου
﻿1972/04/29 18:29:39,35.10,24.70,10,4.4,36.0 χμ ΝΑ του Ρεθύμνου
﻿1970/04/03 10:48:42,34.80,25.10,10,4.0,58.4 χμ Ν του Ηρακλείου
﻿1970/04/03 08:00:06,34.70,25.10,10,4.1,69.6 χμ Ν του Ηρακλείου
﻿1969/01/13 07:57:11,34.80,25.00,50,4.2,59.6 χμ ΝΝΔ του Ηρακλείου
﻿1968/09/18 04:02:01,35.20,24.80,10,4.2,33.1 χμ ΔΝΔ του Ηρακλείου
﻿1968/09/17 11:24:57,34.70,24.90,10,4.1,72.6 χμ ΝΝΔ του Ηρακλείου
﻿1968/09/16 14:48:45,34.70,25.00,10,4.1,70.5 χμ Ν του Ηρακλείου
﻿1968/09/15 04:56:04,35.40,24.80,10,4.3,30.0 χμ Α του Ρεθύμνου
﻿1967/12/14 08:35:18,34.70,24.70,10,4.6,76.8 χμ ΝΝΑ του Ρεθύμνου
