﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2020/12/29 08:06:10,34.65,24.07,26,4.8,88.0 χμ ΝΝΔ του Ρεθύμνου
﻿2019/07/10 22:57:15,34.96,24.41,32,4.2,45.0 χμ Ν του Ρεθύμνου
﻿2019/02/20 10:43:28,34.95,24.17,33,4.0,53.5 χμ ΝΝΔ του Ρεθύμνου
﻿2017/06/21 12:46:04,35.37,24.50,65,4.3,3.1 χμ ΑΒΑ του Ρεθύμνου
﻿2015/09/29 09:12:40,34.69,24.59,25,4.6,75.8 χμ Ν του Ρεθύμνου
﻿2015/07/31 16:04:43,34.94,24.28,44,4.2,50.3 χμ ΝΝΔ του Ρεθύμνου
﻿2014/06/01 12:05:51,34.75,24.61,32,4.8,69.5 χμ Ν του Ρεθύμνου
﻿2014/02/24 04:41:03,34.83,24.21,25,4.0,64.0 χμ ΝΝΔ του Ρεθύμνου
﻿2013/04/06 11:26:06,34.82,24.11,24,5.1,68.9 χμ ΝΝΔ του Ρεθύμνου
﻿2013/02/04 07:56:54,34.80,24.15,27,4.4,69.3 χμ ΝΝΔ του Ρεθύμνου
﻿2012/05/26 08:52:13,34.67,24.59,30,4.1,78.0 χμ Ν του Ρεθύμνου
﻿2011/07/01 00:57:21,34.80,24.09,43,4.1,71.7 χμ ΝΝΔ του Ρεθύμνου
﻿2010/08/08 04:06:35,34.84,24.45,25,4.7,58.4 χμ Ν του Ρεθύμνου
﻿2008/02/05 10:29:49,35.02,24.26,27,4.1,42.9 χμ ΝΝΔ του Ρεθύμνου
﻿2006/12/17 20:00:20,34.84,24.21,34,4.0,63.0 χμ ΝΝΔ του Ρεθύμνου
﻿2005/11/02 04:59:34,34.65,24.31,27,4.2,80.8 χμ Ν του Ρεθύμνου
﻿2005/09/07 08:48:52,35.01,24.46,16,4.2,39.5 χμ Ν του Ρεθύμνου
﻿2004/07/15 21:33:32,34.71,24.28,8,4.1,74.9 χμ ΝΝΔ του Ρεθύμνου
﻿2004/06/17 11:58:24,34.64,24.54,37,4.1,80.8 χμ Ν του Ρεθύμνου
﻿2003/04/13 12:21:49,35.01,24.27,20,4.0,43.5 χμ ΝΝΔ του Ρεθύμνου
﻿2003/01/21 06:46:31,35.19,24.14,40,4.0,35.8 χμ ΔΝΔ του Ρεθύμνου
﻿2002/12/17 22:33:27,35.22,24.37,17,4.0,18.5 χμ ΝΝΔ του Ρεθύμνου
﻿2002/09/04 18:21:39,35.03,24.22,28,4.0,43.7 χμ ΝΝΔ του Ρεθύμνου
﻿2002/04/27 01:41:49,34.84,24.32,24,4.1,59.9 χμ ΝΝΔ του Ρεθύμνου
﻿2001/11/26 05:03:22,34.76,24.07,24,5.0,76.5 χμ ΝΝΔ του Ρεθύμνου
﻿2001/10/30 06:10:17,35.14,24.18,28,4.0,36.4 χμ ΝΔ του Ρεθύμνου
﻿2001/07/25 21:13:41,35.05,24.14,29,4.0,46.2 χμ ΝΔ του Ρεθύμνου
﻿2001/04/14 06:08:58,34.99,24.13,25,4.0,52.0 χμ ΝΔ του Ρεθύμνου
﻿2000/08/05 02:56:15,35.07,24.33,14,4.0,35.2 χμ ΝΝΔ του Ρεθύμνου
﻿2000/06/12 05:42:29,34.82,24.45,18,4.0,60.6 χμ Ν του Ρεθύμνου
﻿2000/06/08 21:42:52,34.89,24.21,58,4.1,57.9 χμ ΝΝΔ του Ρεθύμνου
﻿1999/11/16 17:28:26,34.95,24.25,52,4.2,50.3 χμ ΝΝΔ του Ρεθύμνου
﻿1999/01/22 19:14:54,35.04,24.23,20,4.1,42.2 χμ ΝΝΔ του Ρεθύμνου
﻿1999/01/19 10:55:37,35.11,24.18,22,4.0,38.8 χμ ΝΔ του Ρεθύμνου
﻿1998/08/16 05:06:03,34.89,24.19,21,4.4,58.7 χμ ΝΝΔ του Ρεθύμνου
﻿1998/04/11 20:15:17,34.94,24.37,32,4.0,48.1 χμ Ν του Ρεθύμνου
﻿1997/12/20 10:35:49,34.91,24.41,39,4.1,50.9 χμ Ν του Ρεθύμνου
﻿1997/12/01 14:16:18,34.82,24.48,36,4.1,60.6 χμ Ν του Ρεθύμνου
﻿1997/02/01 23:08:33,34.81,24.23,10,4.0,65.5 χμ ΝΝΔ του Ρεθύμνου
﻿1996/07/13 01:36:38,35.41,24.27,37,4.0,18.9 χμ ΔΒΔ του Ρεθύμνου
﻿1996/05/13 12:19:50,35.00,24.07,52,4.0,54.5 χμ ΝΔ του Ρεθύμνου
﻿1996/04/06 12:53:51,35.03,24.35,18,4.4,38.8 χμ ΝΝΔ του Ρεθύμνου
﻿1995/12/10 03:27:53,34.93,24.17,24,4.9,55.6 χμ ΝΝΔ του Ρεθύμνου
﻿1995/12/07 18:00:58,34.97,24.17,22,4.6,51.7 χμ ΝΝΔ του Ρεθύμνου
﻿1994/04/12 11:14:47,35.27,24.11,9,4.1,28.3 χμ ΝΝΑ των Χανίων
﻿1993/12/25 10:15:31,35.17,24.28,23,4.4,27.8 χμ ΝΔ του Ρεθύμνου
﻿1991/07/28 03:37:59,35.16,24.16,48,4.0,36.3 χμ ΝΔ του Ρεθύμνου
﻿1989/11/06 04:41:24,35.03,24.24,23,4.3,42.7 χμ ΝΝΔ του Ρεθύμνου
﻿1989/04/05 15:09:13,34.98,24.10,45,4.3,54.5 χμ ΝΔ του Ρεθύμνου
﻿1989/02/19 03:36:47,35.13,24.27,27,4.0,31.9 χμ ΝΔ του Ρεθύμνου
﻿1988/10/06 17:37:23,34.72,24.25,117,4.1,74.5 χμ ΝΝΔ του Ρεθύμνου
﻿1988/01/26 13:58:00,34.88,24.15,26,4.0,61.3 χμ ΝΝΔ του Ρεθύμνου
﻿1986/04/10 09:19:54,34.68,24.24,91,4.1,79.0 χμ ΝΝΔ του Ρεθύμνου
﻿1986/04/10 07:11:26,34.63,24.19,73,4.1,85.6 χμ ΝΝΔ του Ρεθύμνου
﻿1984/02/29 20:12:28,34.79,24.30,67,4.2,65.8 χμ ΝΝΔ του Ρεθύμνου
﻿1984/01/14 22:15:05,35.23,24.45,66,4.8,15.1 χμ Ν του Ρεθύμνου
﻿1983/09/29 07:11:19,34.85,24.09,35,4.5,66.9 χμ ΝΝΔ του Ρεθύμνου
﻿1983/08/13 04:39:54,34.63,24.31,73,4.1,83.0 χμ Ν του Ρεθύμνου
﻿1983/01/23 09:38:32,35.15,24.57,74,4.0,25.5 χμ ΝΝΑ του Ρεθύμνου
﻿1983/01/03 00:12:32,34.91,24.53,93,4.8,50.8 χμ Ν του Ρεθύμνου
﻿1982/09/03 22:20:19,34.70,24.60,10,4.0,74.8 χμ Ν του Ρεθύμνου
﻿1982/03/02 12:13:30,34.70,24.60,10,4.0,74.8 χμ Ν του Ρεθύμνου
﻿1981/09/10 09:55:49,34.70,24.10,10,4.0,81.3 χμ ΝΝΔ του Ρεθύμνου
﻿1981/05/12 04:48:14,34.80,24.40,10,4.0,63.1 χμ Ν του Ρεθύμνου
﻿1981/03/12 11:12:55,34.70,24.10,10,4.1,81.3 χμ ΝΝΔ του Ρεθύμνου
﻿1980/02/16 19:08:13,34.70,24.20,100,4.0,77.9 χμ ΝΝΔ του Ρεθύμνου
﻿1979/06/15 11:34:13,34.80,24.10,10,5.1,71.3 χμ ΝΝΔ του Ρεθύμνου
﻿1976/02/19 20:35:09,34.70,24.60,10,4.0,74.8 χμ Ν του Ρεθύμνου
﻿1974/04/28 16:29:32,34.70,24.60,10,4.0,74.8 χμ Ν του Ρεθύμνου
﻿1974/03/08 12:30:15,34.70,24.60,10,4.1,74.8 χμ Ν του Ρεθύμνου
﻿1974/03/08 02:33:51,34.70,24.50,10,4.3,74.0 χμ Ν του Ρεθύμνου
﻿1973/02/24 23:53:56,34.80,24.60,10,4.1,63.9 χμ Ν του Ρεθύμνου
﻿1972/04/06 00:03:35,34.70,24.20,10,4.0,77.9 χμ ΝΝΔ του Ρεθύμνου
﻿1971/04/09 22:09:20,34.80,24.20,10,4.2,67.5 χμ ΝΝΔ του Ρεθύμνου
﻿1969/12/01 20:18:09,35.10,24.20,50,4.5,38.4 χμ ΝΔ του Ρεθύμνου
﻿1969/05/16 05:09:32,35.00,24.40,10,4.0,41.1 χμ Ν του Ρεθύμνου
﻿1968/12/25 12:17:17,34.80,24.20,50,4.8,67.5 χμ ΝΝΔ του Ρεθύμνου
﻿1966/05/24 17:43:29,35.20,24.60,10,4.1,21.7 χμ ΝΝΑ του Ρεθύμνου
﻿1964/11/05 20:55:49,35.50,24.50,10,4.5,15.3 χμ Β του Ρεθύμνου
