﻿Origin Time,Latitude,Longitude,Depth (km),Magnitude (ML),Location
﻿﻿2014/10/04 00:12:01,37.41,22.20,20,4.4,19.3 χμ ΝΔ της Τρίπολης
﻿2010/01/20 16:55:18,37.18,22.12,10,4.2,15.7 χμ Β της Καλαμάτας
﻿2009/03/17 08:07:21,36.99,22.17,12,4.2,7.4 χμ ΝΑ της Καλαμάτας
﻿2009/01/04 05:10:35,36.82,22.13,14,4.0,24.4 χμ Ν της Καλαμάτας
﻿2008/12/28 17:32:00,37.21,22.14,5,4.2,19.2 χμ Β της Καλαμάτας
﻿2004/03/01 00:35:57,37.19,22.14,14,5.0,17.0 χμ Β της Καλαμάτας
﻿2003/02/07 17:03:38,37.13,22.14,13,4.0,10.4 χμ ΒΒΑ της Καλαμάτας
﻿2002/06/17 04:43:54,36.77,22.17,8,4.2,30.3 χμ Ν της Καλαμάτας
﻿1999/04/14 12:43:37,37.74,22.32,86,4.2,26.2 χμ ΒΒΔ της Τρίπολης
﻿1997/04/07 04:31:53,37.48,22.15,2,4.0,20.5 χμ Δ της Τρίπολης
﻿1986/09/13 17:24:33,37.10,22.19,1,5.5,9.6 χμ ΒΑ της Καλαμάτας
﻿1985/06/24 22:53:27,36.53,22.17,5,4.4,52.7 χμ ΝΑ της Μεθώνης
﻿1985/05/23 16:02:21,36.52,22.22,5,4.7,56.9 χμ ΝΑ της Μεθώνης
﻿1979/09/20 19:06:40,37.80,22.20,10,4.0,26.9 χμ ΝΝΑ των Καλαβρύτων
﻿1966/09/01 14:22:57,37.50,22.30,10,6.0,7.1 χμ Δ της Τρίπολης
